counter,seconds,micro seconds,local clock [ns]
619,1627160524,428671,31000000
620,1627160524,630520,31050000
621,1627160524,832704,31100000
622,1627160525,36575,31150000
623,1627160525,239669,31200000
624,1627160525,443657,31250000
625,1627160525,646228,31300000
626,1627160525,850063,31350000
627,1627160526,50375,31400000
628,1627160526,251672,31450000
629,1627160526,456929,31500000
630,1627160526,657198,31550000
631,1627160526,858706,31600000
632,1627160527,59656,31650000
633,1627160527,263546,31700000
634,1627160527,465181,31750000
635,1627160527,667164,31800000
636,1627160527,870469,31850000
637,1627160528,75663,31900000
638,1627160528,275888,31950000
639,1627160528,481082,32000000
640,1627160528,684302,32050000
641,1627160528,888602,32100000
642,1627160529,89899,32150000
643,1627160529,290113,32200000
644,1627160529,491213,32250000
645,1627160529,691955,32300000
646,1627160529,896370,32350000
647,1627160530,97590,32400000
648,1627160530,297731,32450000
649,1627160530,500921,32500000
650,1627160530,705990,32550000
651,1627160530,911064,32600000
652,1627160531,116105,32650000
653,1627160531,321156,32700000
654,1627160531,521987,32750000
655,1627160531,725882,32800000
656,1627160531,927385,32850000
657,1627160532,129864,32900000
658,1627160532,334712,32950000
659,1627160532,537806,33000000
660,1627160532,739394,33050000
661,1627160532,941640,33100000
662,1627160533,141844,33150000
663,1627160533,342957,33200000
664,1627160533,543329,33250000
665,1627160533,743927,33300000
666,1627160533,948230,33350000
667,1627160534,153162,33400000
668,1627160534,356504,33450000
669,1627160534,556798,33500000
670,1627160534,761022,33550000
671,1627160534,966177,33600000
672,1627160535,169415,33650000
673,1627160535,374633,33700000
674,1627160535,577337,33750000
675,1627160535,781604,33800000
676,1627160535,982630,33850000
677,1627160536,186497,33900000
678,1627160536,388612,33950000
679,1627160536,590159,34000000
680,1627160536,791390,34050000
681,1627160536,993229,34100000
682,1627160537,193717,34150000
683,1627160537,395866,34200000
684,1627160537,599851,34250000
685,1627160537,800663,34300000
686,1627160538,1243,34350000
687,1627160538,202240,34400000
688,1627160538,407363,34450000
689,1627160538,609979,34500000
690,1627160538,815029,34550000
691,1627160539,15096,34600000
692,1627160539,215522,34650000
693,1627160539,415583,34700000
694,1627160539,616981,34750000
695,1627160539,819462,34800000
696,1627160540,23295,34850000
697,1627160540,227321,34900000
698,1627160540,432512,34950000
699,1627160540,633922,35000000
700,1627160540,834006,35050000
701,1627160541,35157,35100000
702,1627160541,240348,35150000
703,1627160541,444692,35200000
704,1627160541,646898,35250000
705,1627160541,852059,35300000
706,1627160542,56314,35350000
707,1627160542,261475,35400000
708,1627160542,462580,35450000
709,1627160542,667824,35500000
710,1627160542,872936,35550000
711,1627160543,77312,35600000
712,1627160543,280593,35650000
713,1627160543,485776,35700000
714,1627160543,690963,35750000
715,1627160543,896173,35800000
716,1627160544,101015,35850000
717,1627160544,303662,35900000
718,1627160544,508842,35950000
719,1627160544,712209,36000000
720,1627160544,917379,36050000
721,1627160545,122525,36100000
722,1627160545,327310,36150000
723,1627160545,527839,36200000
724,1627160545,729458,36250000
725,1627160545,933469,36300000
726,1627160546,136944,36350000
727,1627160546,337249,36400000
728,1627160546,537623,36450000
729,1627160546,742674,36500000
730,1627160546,945184,36550000
731,1627160547,150423,36600000
732,1627160547,354833,36650000
733,1627160547,557985,36700000
734,1627160547,758116,36750000
735,1627160547,963174,36800000
736,1627160548,166274,36850000
737,1627160548,367590,36900000
738,1627160548,569098,36950000
739,1627160548,772596,37000000
740,1627160548,977351,37050000
741,1627160549,177571,37100000
742,1627160549,382313,37150000
743,1627160549,587458,37200000
744,1627160549,792646,37250000
745,1627160549,995493,37300000
746,1627160550,199678,37350000
747,1627160550,404879,37400000
748,1627160550,606369,37450000
749,1627160550,808088,37500000
750,1627160551,10426,37550000
751,1627160551,212228,37600000
752,1627160551,417383,37650000
753,1627160551,622566,37700000
754,1627160551,825784,37750000
755,1627160552,30950,37800000
756,1627160552,235551,37850000
757,1627160552,438301,37900000
758,1627160552,642817,37950000
759,1627160552,846165,38000000
760,1627160553,47216,38050000
761,1627160553,247576,38100000
762,1627160553,448944,38150000
763,1627160553,650189,38200000
764,1627160553,854059,38250000
765,1627160554,54754,38300000
766,1627160554,258981,38350000
767,1627160554,463087,38400000
768,1627160554,666910,38450000
769,1627160554,867251,38500000
770,1627160555,68028,38550000
771,1627160555,270768,38600000
772,1627160555,472705,38650000
773,1627160555,676666,38700000
774,1627160555,877467,38750000
775,1627160556,81582,38800000
776,1627160556,286468,38850000
777,1627160556,486845,38900000
778,1627160556,687643,38950000
779,1627160556,889021,39000000
780,1627160557,94196,39050000
781,1627160557,299393,39100000
782,1627160557,504581,39150000
783,1627160557,709767,39200000
784,1627160557,914933,39250000
785,1627160558,120144,39300000
786,1627160558,325323,39350000
787,1627160558,527366,39400000
788,1627160558,727621,39450000
789,1627160558,932783,39500000
790,1627160559,135350,39550000
791,1627160559,336104,39600000
792,1627160559,539647,39650000
793,1627160559,740782,39700000
794,1627160559,941209,39750000
795,1627160560,143704,39800000
796,1627160560,344218,39850000
797,1627160560,544840,39900000
798,1627160560,748748,39950000
799,1627160560,952290,40000000
800,1627160561,159766,40050000
801,1627160561,360069,40100000
802,1627160561,562659,40150000
803,1627160561,767639,40200000
804,1627160561,970875,40250000
805,1627160562,175944,40300000
806,1627160562,380102,40350000
807,1627160562,581371,40400000
808,1627160562,781774,40450000
809,1627160562,985046,40500000
810,1627160563,187372,40550000
811,1627160563,392511,40600000
812,1627160563,594243,40650000
813,1627160563,799439,40700000
814,1627160564,2222,40750000
815,1627160564,206031,40800000
816,1627160564,406136,40850000
817,1627160564,607944,40900000
818,1627160564,810219,40950000
819,1627160565,12308,41000000
820,1627160565,213221,41050000
821,1627160565,417827,41100000
822,1627160565,620999,41150000
823,1627160565,823293,41200000
824,1627160566,23570,41250000
825,1627160566,224408,41300000
826,1627160566,429570,41350000
827,1627160566,631944,41400000
828,1627160566,834363,41450000
829,1627160567,37949,41500000
830,1627160567,237996,41550000
831,1627160567,438053,41600000
832,1627160567,642120,41650000
833,1627160567,845219,41700000
834,1627160568,50272,41750000
835,1627160568,253285,41800000
836,1627160568,454055,41850000
837,1627160568,659109,41900000
838,1627160568,863872,41950000
839,1627160569,65266,42000000
840,1627160569,270322,42050000
841,1627160569,474084,42100000
842,1627160569,674619,42150000
843,1627160569,877312,42200000
844,1627160570,77925,42250000
845,1627160570,281025,42300000
846,1627160570,481259,42350000
847,1627160570,684878,42400000
848,1627160570,884974,42450000
849,1627160571,86839,42500000
850,1627160571,289316,42550000
851,1627160571,494360,42600000
852,1627160571,694838,42650000
853,1627160571,895061,42700000
854,1627160572,97907,42750000
855,1627160572,298128,42800000
856,1627160572,498703,42850000
857,1627160572,698855,42900000
858,1627160572,899346,42950000
859,1627160573,100951,43000000
860,1627160573,305973,43050000
861,1627160573,511179,43100000
862,1627160573,715047,43150000
863,1627160573,915825,43200000
864,1627160574,117377,43250000
865,1627160574,318109,43300000
866,1627160574,518770,43350000
867,1627160574,723369,43400000
868,1627160574,926388,43450000
869,1627160575,127339,43500000
870,1627160575,331672,43550000
871,1627160575,536847,43600000
872,1627160575,742035,43650000
873,1627160575,942533,43700000
874,1627160576,144902,43750000
875,1627160576,350094,43800000
876,1627160576,555311,43850000
877,1627160576,760519,43900000
878,1627160576,965276,43950000
879,1627160577,170419,44000000
880,1627160577,375610,44050000
881,1627160577,577368,44100000
882,1627160577,782503,44150000
883,1627160577,987209,44200000
884,1627160578,192371,44250000
885,1627160578,397767,44300000
886,1627160578,601880,44350000
887,1627160578,807057,44400000
888,1627160579,12245,44450000
889,1627160579,215147,44500000
890,1627160579,415441,44550000
891,1627160579,615764,44600000
892,1627160579,817687,44650000
893,1627160580,22820,44700000
894,1627160580,223142,44750000
895,1627160580,426714,44800000
896,1627160580,627168,44850000
897,1627160580,827999,44900000
898,1627160581,31913,44950000
899,1627160581,237115,45000000
900,1627160581,437883,45050000
901,1627160581,642987,45100000
902,1627160581,848175,45150000
903,1627160582,52197,45200000
904,1627160582,255442,45250000
905,1627160582,456119,45300000
906,1627160582,661286,45350000
907,1627160582,866461,45400000
908,1627160583,69991,45450000
909,1627160583,271523,45500000
910,1627160583,472555,45550000
911,1627160583,677349,45600000
912,1627160583,881428,45650000
913,1627160584,86615,45700000
914,1627160584,291805,45750000
915,1627160584,494676,45800000
916,1627160584,699887,45850000
917,1627160584,900784,45900000
918,1627160585,105962,45950000
919,1627160585,311148,46000000
920,1627160585,515988,46050000
921,1627160585,721167,46100000
922,1627160585,924415,46150000
923,1627160586,127334,46200000
924,1627160586,327591,46250000
925,1627160586,532398,46300000
926,1627160586,737511,46350000
927,1627160586,940613,46400000
928,1627160587,145785,46450000
929,1627160587,350966,46500000
930,1627160587,552912,46550000
931,1627160587,758107,46600000
932,1627160587,963302,46650000
933,1627160588,164888,46700000
934,1627160588,370055,46750000
935,1627160588,575235,46800000
936,1627160588,780394,46850000
937,1627160588,982673,46900000
938,1627160589,187857,46950000
939,1627160589,393020,47000000
940,1627160589,598174,47050000
941,1627160589,803370,47100000
942,1627160590,7797,47150000
943,1627160590,212931,47200000
944,1627160590,417043,47250000
945,1627160590,622186,47300000
946,1627160590,827315,47350000
947,1627160591,32505,47400000
948,1627160591,237689,47450000
949,1627160591,441509,47500000
950,1627160591,646738,47550000
951,1627160591,851963,47600000
952,1627160592,57165,47650000
953,1627160592,262384,47700000
954,1627160592,467457,47750000
955,1627160592,672664,47800000
956,1627160592,877383,47850000
957,1627160593,82376,47900000
958,1627160593,286229,47950000
959,1627160593,491446,48000000
